,POP,RHO,R0
469,81366,11.643284317995974,1.8229289077983004
470,81653,6.1633822330115065,1.9558723205983637
471,81784,46.11776541088648,2.234778255768643
472,81801,85.78482136892654,2.991092909864003
473,82124,34.320591535814295,2.939229839304286
474,82544,108.74998386088264,3.0323026922446004
475,82737,36.56055810562248,2.144684938600987
476,83156,62.191890957024135,2.6171592619874247
477,83194,52.370156552108135,3.1141944408811644
478,83456,79.10247654938952,2.690220519425548
479,83768,44.01346843238956,2.426738991344152
480,83779,79.49449324692007,3.0629044704809343
481,84073,39.24962547987106,2.547129412499493
482,84481,23.790806043694364,3.3700321893688567
483,84629,32.27826689251169,2.0108478491103505
484,84769,58.81600738466338,2.3024103513893635
485,84877,15.289351201154467,3.6529257793400753
486,85141,157.7019571742527,2.6625492092385765
487,85413,18.92535122952964,2.932113969344813
488,85512,92.17772130274224,2.206081237953235
489,86175,30.08064440123025,2.617465576856596
490,86215,50.08824338325677,2.290524152884319
491,86715,41.96732806123867,2.537754206600416
492,86749,9.552360123040662,1.8246576372538519
493,87487,20.6009529227006,1.931632633552224
494,87622,22.893047700529195,3.3347051710701936
495,87804,16.699666659027265,3.6616135179713427
496,87808,30.48831617433853,1.8198853787116909
497,87839,38.731738079636166,2.722038750599301
498,87880,30.94521686001617,1.9357741579949355
499,89339,57.6077999796623,2.316230123805254
500,89553,6.589604940700399,2.5138194402217464
501,90641,25.21890387510726,2.5396447302009233
502,90843,76.52009811837026,2.6873375173525624
503,91987,62.56820558138295,3.0434690457562
504,92039,141.3367276629417,3.32177954164651
505,92399,39.26834295573977,2.2410422611736207
506,93053,53.15234965795666,2.2859019189918106
507,94834,12.121750362652955,2.395004872423836
508,95338,38.94376763897823,2.4948420402100058
509,95379,26.48276142408003,2.8381845707062996
510,96272,35.54449569271468,2.6609805972276748
511,96765,26.090815288837582,2.4728527716054534
512,96774,66.03364690456448,3.302698434448724
513,96849,5.095716297766934,2.49958219077751
514,97117,65.46019901000523,2.5542123002833166
515,97241,53.487937037578746,3.016920560371611
516,97284,49.949321083245735,2.8162439833797372
517,97311,61.76425617171291,3.007798786838257
518,97733,14.08270505978669,2.8760521926790488
519,97947,81.45907273532475,2.3902268525259953
520,98250,64.02424123943112,2.496600490638045
521,98451,50.71237674364843,2.8076060209245473
522,98498,74.58201610110771,2.813388753136183
523,98615,26.2445216573657,2.4811834754100284
524,99353,40.902746374895145,1.9008321788231788
525,99386,56.61567613823509,2.503265539461009
526,99408,17.758016795659767,3.3009136182522427
527,99500,14.3031555104186,2.8086765510741634
528,99742,22.20708976179956,2.706677125330829
529,99755,40.2136671804755,2.1990873592178852
530,100398,38.30897898317626,2.438804396750922
531,100815,11.423212382270464,3.1135171581703243
532,100880,55.81480991317057,2.801855497467473
533,101883,73.95714459205031,3.3033866961363287
534,101927,32.89565091074708,2.584712635602537
535,102180,83.11753387072044,2.5203640950010295
536,102268,73.80645299111065,2.9763565335516695
537,102351,98.1807717211444,2.756828387056321
538,103009,76.68038381208606,2.83737972945984
539,103126,90.02258290071991,3.0587862700566655
540,103403,55.48459206995793,2.525195850341174
541,103806,7.877793854057991,2.1590793059870905
542,103868,72.24159188563924,2.957885552059502
543,104009,69.15551336843248,2.9012154394415317
544,105216,36.50867983314601,2.581054107475918
545,106221,40.34149349016261,2.6519731976328513
546,106721,61.95591337005023,3.139433179956084
547,107740,15.519611248575051,2.7561917557581963
548,108277,89.34197744489883,2.6304486683628414
549,109682,56.17672523116649,2.3416418365745404
550,109834,33.42841249493517,2.4778696340550552
551,109862,62.6962288899146,3.3852568141914308
552,109888,70.9139214905553,3.183741160669892
553,110593,37.45186952365081,2.460060616592744
554,110924,4.304119748492951,3.6623750705289164
555,110980,8.508486928210205,2.0438078190670317
556,111290,17.06206796740469,3.3210217101585195
557,113299,35.605684276111354,2.7090304594338237
558,113510,122.70075263523944,3.037257263745229
559,113605,72.39661043282283,2.709519253558701
560,114135,112.3828612862582,2.9566289007980844
561,114272,38.60395775698952,2.927884832827023
562,114434,16.975902463609412,2.792359984037369
563,115340,87.10235009450689,2.341422303280292
564,115710,80.50686694840012,2.852444957710034
565,115767,35.2811456292394,2.3019300771597915
566,116074,77.249360021057,2.4309765491256154
567,118081,55.24656119035868,2.998572890148837
568,118779,35.650078715664336,2.622440179981345
569,119429,105.94031845697516,2.3879455195971397
570,119440,51.32706725414329,2.7917693996175683
571,119600,17.805679827257514,2.2322469895367836
572,120629,9.826364348400135,3.0386782276342803
573,120736,18.1137255894496,2.5165949584459395
574,121154,94.44869702910772,2.7356480374346743
575,121829,89.46029657326729,2.291790678959341
576,122259,103.54760590573432,2.4068518790427618
577,122302,54.432000900093854,2.581569346989713
578,123120,47.440849021655794,2.7383390339070943
579,123131,85.95513685101275,3.66986559809456
580,123347,47.42372198034745,2.9381418571402387
581,123958,8.681230541283108,3.6893386287006447
582,124284,31.64871646150625,2.702558465550624
583,124942,63.18787912626328,2.6286588087453424
584,124944,52.04937975780525,3.199255356945965
585,125148,28.454647830078446,3.234744227235573
586,125223,29.204861763001297,3.311014900128702
587,125922,7.885335269618295,2.30563847861335
588,126415,28.678378972748927,2.9264443423927737
589,126903,46.21383784395584,2.397250344818654
590,128222,39.35088683276398,2.261686015333251
591,129205,28.81590826369015,3.1244105241155022
592,129511,45.11390031058021,2.8995331962345006
593,129749,21.874801428800545,2.474782505434229
594,130192,73.02561410210136,2.304257912002746
595,130625,53.13242760831307,3.480642877371031
596,132420,93.48072537146096,2.912100729504148
597,133179,9.565672403872242,2.401296733746592
598,133860,35.264327021968946,2.7643322206761067
599,134083,130.24756099705152,2.8412002344678227
600,134159,73.34556971360846,3.0217170946887455
601,134758,65.75436739221999,3.535887957353556
602,134964,60.13739311681633,3.6886081106126802
603,135558,14.669042272819192,2.32349485356141
604,135692,33.910298897547925,2.214477463899143
605,135976,88.23742600780871,2.860955214779279
606,136212,56.380259210447896,2.8779064084550456
607,136616,52.55042624905639,2.139671233705168
608,137744,71.066079938815,2.498811041187744
609,138948,56.86772715965618,3.082561953217803
610,139044,53.21294327806565,2.5475185976265053
611,140566,51.05701600461615,3.1785793800761444
612,141000,36.7732040286636,2.677054490509388
613,141359,70.09589211662083,3.265282753185453
614,141793,151.30401582602894,3.621665866317496
615,143476,2.9752653888679186,3.431528365797339
616,144724,88.00653974137664,2.9934253401093227
617,145770,53.81960629390704,2.995705228359309
618,147036,26.230371975667243,2.663883140926807
619,147292,35.7834087785575,3.009448562919842
620,147970,45.330768480444746,2.909539876813685
621,148761,28.116093055099537,2.8995331962345006
622,149358,33.60597528361722,3.0150631958566474
623,149527,119.3558660997156,3.874650174381251
624,149657,99.33406478017102,2.6564987172612917
625,149764,29.921056750892983,3.9438831709158166
626,150213,36.00929908811346,3.343490607030527
627,150358,30.40378014846568,2.664867124191132
628,150500,105.7684124358072,3.184917789327327
629,150653,34.396672797212105,2.449558311258525
630,151079,7.474077264314473,2.247916869085049
631,151235,25.97839218221741,2.6177036813732126
632,151254,22.29310004131447,2.333266362074898
633,151391,62.57453384160874,3.008742195309714
634,151530,11.270077824375925,2.179654012384277
635,152037,29.934647500264862,3.361825618303171
636,152148,17.29119126156826,2.5362032218373884
637,152603,46.39303099169873,2.608306686762832
638,152940,42.49988703933516,2.0571702409854145
639,153401,104.32089005404728,3.3736959846661305
640,153928,49.93334024941627,2.6709097052389703
641,154210,17.88557437902431,2.3838606464879053
642,155027,77.51156996190795,3.4886466426452647
643,157327,28.42397087789143,2.421231010617745
644,158510,87.22158878215146,3.2791982180085353
645,159923,122.78786176612654,2.5361321353010253
646,162385,56.487774971990056,2.4807387962768828
